term,tf-idf
루즈,164.04910109118504
유일한,164.02870665689764
더빙,163.4972391265473
데이즈,163.30835730555873
의문,163.0116601066272
한참,163.0116601066272
스릴,163.0116601066272
비중,162.86526325009763
기록,162.86526325009763
심장,162.86526325009763
애니메이션,161.72786256865248
조심,161.72786256865248
자동화,161.09241344562955
박사,161.09241344562955
제목,160.8285540920262
저가,160.6333930571499
낚시,160.50278593764622
발사,159.58390474004287
판단,159.57873137619453
여유,159.57873137619453
소비,159.04297096334878
토끼,159.04297096334878
아저씨,159.04297096334878
단축키,159.04297096334878
평소,158.56108310166772
망치,158.3922355363166
이면,158.3922355363166
서류,158.3922355363166
조사,157.6580520148849
수리,157.62059723739196
법사,157.62059723739196
라이브러리,157.57793810307297
해도,157.57793810307297
하나로,157.57793810307297
평점,157.57793810307297
소재,157.24921968974942
오류,157.24921968974942
잘못,157.24921968974942
커서,157.24921968974942
기적,156.77602301333638
파워,156.74925069387146
극복,156.15103972145758
타입,156.04435707016464
무서움,155.09431053793784
천원,155.09431053793784
이미지,155.08467716016813
중국,154.8965513900284
계열,154.4885786980326
상상,154.07601650115333
한편,154.07601650115333
라이트,153.88447957075562
박살,153.15249055729882
동선,152.73536998144814
패러디,152.73536998144814
사항,152.73536998144814
플랫폼,152.73536998144814
수행,152.73536998144814
조준,151.8188649032225
테마,151.8188649032225
모양,151.63317612940125
동화,151.63317612940125
씨앗,151.55826657441534
순서,150.57421687426265
슈퍼,150.5503206348173
폭발,150.5503206348173
인내심,150.5503206348173
정말,150.04265102900447
규모,149.55522801872578
공포감,149.55522801872578
사라,149.34080022831006
베타,149.34080022831006
한푸,148.97250048193007
헌터,148.70068933442727
노드,148.6205125578043
해피엔딩,148.61369068300576
테크,148.1850544014684
결정,148.1850544014684
단어,148.1850544014684
기둥,148.05155458561455
신고,148.05155458561455
고철,148.05155458561455
사슴,147.26201015124886
전사,147.26201015124886
반면,147.07850442657968
의견,147.07850442657968
조종,147.07850442657968
물약,147.07850442657968
시험,147.07850442657968
창작,146.01713256905305
놀이,146.01713256905305
이고,146.01713256905305
남은,146.01713256905305
말하자면,146.01713256905305
총알,145.97967779156008
화가,145.97967779156008
노멀,145.97967779156008
마련,144.99739402706774
방해,144.99739402706774
하지,144.99739402706774
노래,144.99739402706774
활성,144.75992368732432
항아리,144.75992368732432
공부,143.59692329645196
신규,143.59692329645196
평화,143.59692329645196
생성,142.66914305568554
영혼,142.66914305568554
말씀,142.66914305568554
꿀벌,142.66914305568554
왓슨,142.66914305568554
인식,142.48562923218114
벌목,141.86503471426772
미래,141.42163887171125
도가,141.42163887171125
감상,141.42163887171125
탐색,141.42163887171125
피로,140.40108900870484
경험치,140.40108900870484
의지,140.40108900870484
하나하나,140.40108900870484
인정,140.40108900870484
동기,140.40108900870484
인줄,140.40108900870484
대로,140.40108900870484
특색,140.40108900870484
아기,139.70028017942468
레인,139.70028017942468
착용,139.4336052484621
동방,139.4336052484621
크기,139.42057117987284
플레이도,139.42057117987284
진심,139.42057117987284
조차,139.42057117987284
작의,139.3915909654837
분노,138.96952673983134
역사,138.96952673983134
지능,138.03923894668412
클래스,138.03923894668412
신작,137.8530463645939
정해진,137.8530463645939
미니맵,137.8530463645939
기도,137.8530463645939
플래시,137.8530463645939
일러스트,137.8530463645939
무당벌레,137.78018472322162
오컬트,137.17902013666932
소개,136.7862040628939
연속,136.7862040628939
한가지,136.7862040628939
한대,136.7862040628939
장치,136.7862040628939
리메이크,136.7862040628939
러스트,136.7245954283653
효과음,136.7245954283653
미니,136.7245954283653
저주,136.308965223225
마당,135.7647733168428
모아,135.7647733168428
정작,135.7647733168428
풍경,135.7647733168428
도적,135.48104933914897
작용,135.48104933914897
데스,134.7911220505121
중력,134.7911220505121
사이드,134.7911220505121
수위,134.7911220505121
다수,134.30130356823528
그림자,133.37127458548548
해주,133.17912979233836
샌드박스,133.17912979233836
숫자,133.17912979233836
자막,133.17912979233836
미니게임,133.17912979233836
긴장,133.17912979233836
작동,133.17912979233836
주제,133.17912979233836
생활,132.10916943273583
시각,132.10916943273583
카메라,132.10916943273583
각각,132.10916943273583
병맛,132.10916943273583
유기,132.03753290552393
폰트,131.66937058285203
구름,131.66937058285203
로만,131.08677889360663
보기,131.08677889360663
중심,131.08677889360663
기회,131.08677889360663
귀여움,131.08677889360663
고유,131.08677889360663
운영,131.08677889360663
위협,130.78004780104507
궁수,130.78004780104507
해상도,130.78004780104507
스테미너,130.78004780104507
사운드트랙,130.78004780104507
로드,130.78004780104507
장애물,130.78004780104507
수급,130.78004780104507
우주선,130.64668584444698
화이트데이,130.11310316762385
한번쯤,130.10790776197433
모니터,130.10790776197433
이나,130.10790776197433
고기,129.590568933099
이득,129.590568933099
가정,129.590568933099
아크,128.74048224836048
발전기,128.74048224836048
벌레,128.6642528663979
승리,128.6642528663979
조각,128.6642528663979
눈치,128.4621164565729
선호,128.4621164565729
이도,128.4621164565729
배로,128.4621164565729
입력,127.38873284484539
흑백,127.38873284484539
호러,127.38873284484539
용량,127.38873284484539
상위,127.38873284484539
귀여워,127.38873284484539
피드백,127.38873284484539
박자,127.30894392250889
재화,127.30894392250889
세대,127.0002547085679
안내,127.0002547085679
강조,126.36529250087773
이웃,126.11620134972334
차량,126.11620134972334
탄창,126.11620134972334
색깔,126.03582686436376
최강,126.03582686436376
저항,126.03582686436376
외형,126.03582686436376
스페이스,126.03582686436376
타이탄,126.03582686436376
목소리,126.03582686436376
갑옷,126.03582686436376
오리진,125.39940055509717
여러분,125.3873537243194
이만,125.3873537243194
반전,125.3873537243194
템포,125.3873537243194
다운,125.3873537243194
혜자,125.3873537243194
차별,125.3873537243194
아니,125.3873537243194
치료,124.83550017372484
기계,124.83550017372484
감각,124.83550017372484
심해,124.83550017372484
스펙,124.83550017372484
자동차,124.83550017372484
반영,124.83550017372484
슬러그,124.11435155222463
카르마,124.00216625089946
과금,123.91724111202272
선박,123.91724111202272
여동생,123.91724111202272
노동,123.70008852704905
한판,123.70008852704905
뱃지,122.833185037299
시기,122.62292934491047
연타,122.62292934491047
지루함,122.62292934491047
심플,122.62292934491047
사막,122.5373836822837
남자,122.5373836822837
향수,121.59833589735243
제약,121.59833589735243
관계,121.59833589735243
사지,121.59833589735243
대형,121.24661325953227
제시,121.24661325953227
여정,121.24661325953227
즉사,121.24661325953227
화염,120.6502419731395
도마뱀,120.6502419731395
권총,120.6502419731395
도망,120.62141556901966
지게,120.62141556901966
포탈,120.03412082320358
공룡,119.12943052734232
액세스,119.12943052734232
워킹,119.12943052734232
직전,118.8909525464046
통과,118.8909525464046
죽지,118.8909525464046
디스,118.8909525464046
데이터,118.8909525464046
조선,117.80960812099909
새벽,117.80960812099909
여름,117.80960812099909
파티,117.72137905642158
미만,117.72137905642158
맛집,117.58201726000229
폐지,117.58201726000229
생태계,117.58201726000229
함선,117.11315701473839
아우,117.11315701473839
종교,117.11315701473839
이용한,116.78374223324808
선사,116.78374223324808
직접,116.78374223324808
치명,116.78374223324808
시장,116.41051449816952
오리,116.41051449816952
로그,116.41051449816952
정착지,115.86643402352443
부정,115.80793894985945
지인,115.80793894985945
멘탈,115.80793894985945
구글,115.80793894985945
발동,115.18428259655565
어둠,115.18428259655565
오프라인,115.18428259655565
코어,115.18428259655565
이때,115.18428259655565
블록,114.8431233401215
방문,114.30022923771111
가드,114.30022923771111
영역,114.30022923771111
소총,114.30022923771111
늑대,114.30022923771111
인용,114.30022923771111
스틱스,114.30022923771111
방어력,114.0324147820434
연기,114.0324147820434
오리지널,114.0324147820434
음영,113.9848108651903
나이,112.94640491908437
게임사,112.94640491908437
내부,112.94640491908437
시너지,112.94640491908437
강요,112.94640491908437
응원,112.94640491908437
편안,112.94640491908437
상향,112.85946049958746
대전,112.85946049958746
서로,112.85946049958746
페이지,111.91912771494914
간다,111.91912771494914
용도,111.91912771494914
장단점,111.91912771494914
경로,111.91912771494914
큐레이터,111.91912771494914
리셋,111.52551700082046
보정,111.52551700082046
거울,111.04968296777993
그리드,111.04968296777993
범인,111.04968296777993
다행,110.94455512158567
여기저기,110.94455512158567
호기심,110.94455512158567
종합,110.94455512158567
하네,110.94455512158567
솔로,110.28364531405533
접속,110.28364531405533
시설,110.28364531405533
제단,110.2241477785773
타나,109.42940991110642
조명,109.42940991110642
장전,109.42940991110642
회전,109.12195193357904
시뮬레이션,109.12195193357904
어택,109.12195193357904
전기,109.12195193357904
스토리텔링,109.12195193357904
라스트,108.08764549658494
저택,108.08764549658494
덩어리,108.03070874088321
음성,108.03070874088321
탐사,108.03070874088321
고어,108.03070874088321
흔적,107.95021650228271
진동,107.95021650228271
야구,107.95021650228271
지팡이,107.95021650228271
아무도,107.00185729176415
여행,107.00185729176415
사전,107.00185729176415
때려,107.00185729176415
부가,107.00185729176415
마인크래프트,106.58949047183259
지랄,106.58949047183259
일본어,106.58949047183259
도덕,106.20311692608281
차기,106.02864730889918
가요,106.02864730889918
소요,106.02864730889918
우정,106.02864730889918
배려,106.02864730889918
분식집,105.6473987398251
탈것,105.32965494521932
물품,105.32965494521932
세력,105.32965494521932
노트,105.32965494521932
황금,105.32965494521932
경화,104.28075033735107
한복,104.28075033735107
분해,104.15677612994115
레전드,104.15677612994115
희망,104.15677612994115
색감,104.15677612994115
링크,104.15677612994115
이지,104.15677612994115
센스,104.15677612994115
계절,103.33513854241622
본능,103.33513854241622
도착,103.05962127060243
갯수,103.05962127060243
건강,103.05962127060243
사이트,103.05962127060243
이란,103.05962127060243
화이팅,103.05962127060243
타이틀,103.05962127060243
타일,102.99238579868839
에피소드,102.99238579868839
소금,102.99238579868839
인기,102.02900269972304
절반,102.02900269972304
태그,102.02900269972304
나라,102.02900269972304
후에,102.02900269972304
나방,101.60020376685432
단검,101.60020376685432
요정,101.60020376685432
애로,101.33216765304839
해소,101.05730966444392
도달,101.05730966444392
값어치,101.05730966444392
최소한,101.05730966444392
정석,101.05730966444392
결국,101.05730966444392
화도,101.05730966444392
테드,100.57199225512771
블럭,100.31952044407774
트롤,100.31952044407774
중후반,100.31952044407774
실시간,100.31952044407774
